candidate,time,URL,Message,友善職場,經濟支持,教保環境,other?,no specific policy direction offered,comments,manual_label
黃珊珊,2022-10-26 16:21:41 CST,https://www.facebook.com/100044528885416/posts/656126209215003,社福願景，就是城市對市民幸福的承諾，這是我最在乎的事情。 ​ 很榮幸能參加台北市立福利聯盟的社福政策白皮書發表會，我擔任副市長時，就主政社會局相關業務，作為首都市長候選人，我必須向各位社福界的前輩，報告我對社福的未來方針。 ​ 🎯長者福利上，我們要讓長者更加健康，才能降低失能失智的風險，從根源上減輕長照的負擔。所以，我計劃興建 #高齡運動中心 ，讓長輩可以用敬老卡的點數去請年輕教練。 ​ 此外，台北地狹人稠，我們會透過都更，以及盤點空閒市有地，努力興建 #住宿型長照機構，例如即將展開都更的水源二三期，就會增設長照機構，去照顧社區的所有長輩。 ​ 🎯青年成家的部分，除了居住正義，持續興建社宅並推動高齡換居，我的目標是讓青年「樂婚、願生、能養」。除了給予第三胎最高3萬的生育獎勵金，幼教公共化比例提升至80%，如果抽不到公托，我們也有每年54640的學費補助。 ​ 爸媽把小孩送托，最擔心的還是小孩的安全。所以我們非常注重幼教環境與師資品質，計畫將師生比降到1:12，讓小孩有最好的照顧，也減輕老師的負擔。 ​ 🎯婦女政策上，我自己就是單親職業婦女，明白育兒與工作上的拉扯，以及女性為了家庭的掙扎與犧牲。第一個，我認為台北必須要有更多平價托嬰中心，同時鼓勵民間企業讓男性育嬰留停，讓父親一起分擔親職工作。 ​ 此外，針對中高齡與身心障礙婦女，我們也會推動12區聯醫產檢無障礙空間，以及各公私立場館友善托育哺乳的環境。最後，也會繼續落實月經平權，補助國中學生女性生理用品。 ​ 最後，我必須強調，社福是高度專業的產業，台灣面臨高齡少子化的挑戰，為了讓長者有尊嚴地樂活，為了讓青年揚眉吐氣，同時為了給下一代更好的未來，我希望與所有前輩一同繼續努力，我準備好了！ ​ #黃珊珊 #八號黃珊珊 #TaipeiK33PGoing #偉大市民齊步共贏,1???? not rlly,1.0,1,,,CHECK again? bc he is not really changing the workin environment or asking companies to change anything. 事實上，郝市長任內還推動了非常多政策，到現在市民朋友仍很有感。像是「祝你好孕」政策中的育兒津貼，以及一區一個親子館、一區一個托嬰中心，逐步為台北市建立友善生育環境，也給予全職育兒家庭支持協助。 maybe read the 祝你好運 thingie to see if it really includes 衡平職場與家庭,"2, 3"
蔣萬安,2022-09-22 19:41:25 CST,https://www.facebook.com/100044398990795/posts/639063027583658,大家知道我是矽谷律師，但也許不知道我曾經失業過。 昨天下午，我到世新大學分享職涯經驗、晚上再跟年輕人研討青年政策；我告訴同學們，想要打造好的政策環境，最重要的就是「#同理心」。 正因我的職涯遭遇過挫折，所以能懂勞工跟年輕人的焦慮。 在2008年金融風暴時，我被美國的律師事務所裁員，我記得那天回到家心情忐忑，但老婆很霸氣的說「#不用怕，#我養你」。 為了節省開銷，我們趕緊換了間租金比較便宜的房子、降低手機跟網路的資費，也減少了外食，就是為了渡過我的職涯寒冬。 我知道，每一個地方都有需要被幫助的人正在無聲吶喊。 當我的角色是「#民意代表」，我就會代表這些族群，把「#無聲的吶喊」轉換成「#有力的呼籲」；所以我當過勞權站神、支持同性婚姻合法化、聲援香港民眾，現在更全力支持18歲公民權修憲複決。 而如今，我想為世界做更多！ 我跟世新的同學們分享了「#西南偏南(SXSW)」展會是如何翻轉默默無聞的美國小城；而台北要如何從中汲取經驗？ 我也跟昨晚一起討論政策的朋友們，分享我對青年創業、鼓勵生育的政策擘劃，更逐一討論了五個精彩的政策提案。 今天的台北，已經讓很多年輕人喘不過氣； 而我相信，只要有好的政策引導，就可以重新點燃青年對台北的嚮往。 我一定要讓未來的台北， 重新成為年輕人實現夢想的應許之地。 #你加台北就是無限 #台北隊,,,,,1.0,,5
陳時中,2022-11-05 15:06:03 CST,https://www.facebook.com/100720289384352/posts/143996185056762,少子化是國際趨勢，台灣也面臨這樣的困難，政府除了重視，更持續努力改善。不過，近年來台北市人口從270萬減到246萬，流失狀況相較於其他城市嚴重許多，我認為台北市應通盤檢討整體鼓勵孕產、支持育兒的政策問題。 ​ #零到六歲國家一起養 這個政策在蔡英文 Tsai Ing-wen總統揭示出來後，我們對於各種補助一步步都盡量做好。 ​ 在鼓勵孕產的部分，我們有補助人工生殖、冷凍胚胎，盡力增加可能的機會，我更提出全年齡的照顧，甚至協助身心障礙的朋友生養。 ​ 在支持育兒的部分，除了媽媽們的親職教育，也鼓勵爸爸們也要參與；我會讓育兒指導員，進入小家庭，增加幫手。坐月子36000元的補助，可照顧好媽媽們的身體。未來在托育部分會持續加強，台北確實有托育名額不足的問題，因此，我們要增加1000個名額，讓更多人可以使用。此外，我會增加2歲專班、設置社區親子館、公私協力推動在校安親，種種都是要讓大家在育兒上能夠更安心。 ​ 只要把這些政策做好，配合近年來國家中央的人工生殖補助，加上父母能有臨托體系支持，父母就會敢生，未來少子化就會漸漸得到緩解。,,1.0,1,,,,"2, 3"
陳時中,2022-07-29 10:00:27 CST,https://www.facebook.com/100720289384352/posts/113515908104790,原來，這就是任重道遠的感覺。在松山區鵬程區民活動中心的相見歡活動中，我挑起朋友送的扁擔，扛起市民的託付，責任來我就扛，而且扛到底。​ ​ 這幾場相見歡活動看到很多爸爸媽媽帶著小朋友來，他們對台北的未來充滿期待。我認為要讓台北成為孩子快樂、父母也快樂的城市，政府有責任協助大家走過人生不同階段。政府投入預算，提供各項津貼補助，具體減輕民眾負擔，營造友善的育兒與托育環境。讓所有願意生的爸媽能安心生、放心養，政府來當爸媽的神隊友，幫忙照顧每一個孩子。​ ​ 我的人生哲學就是盡責，互相尊重傾聽，整合協調快速行動。無論做人、做事、還是做市長，一定都會有分寸。意見不同就要用心溝通，發揮「把事做好」的精神。​ ​ 不管是競選期間，或是未來有機會為市民服務，若是看到我，叫我「阿中」就好了，跟朋友共款，咱做伴為台北拍拚。,,1.0,1,,,,"2, 3"
蔣萬安,,https://www.facebook.com/100044398990795/posts/623055969184364,相較其他兩位對手，我沒有龐大的行政支援，沒有豐沛的競選經費，但我有的就是用雙腳，一步一腳印，積極的勤走。 這段時間，我頻繁地走訪鄰里，參與活動，和市民朋友零距離的互動，來到夜市、市場，和每位攤商大哥、大姊請益、懇託，在面對面的交流中，感受到大家對於「讓台北更好」的期盼。 我也針對大家所面臨的包含都市更新、居住、房價、年輕朋友就業，還有年輕爸媽擔心孩子抽不到公托、公幼等許多問題，一一提出解方。我們一直在做、也會持續的做，一點一滴爭取更多市民朋友的認同跟支持。 您的支持就是我最堅強的後盾！如果您也認同我的理念，懇請透過小額募款方式，我們一起共組「台北隊」！從現在開始、從台北開始，成就未來的無限可能♾️ ✅捐款方式一 - 蔣萬安政治獻金專戶 戶名：111年臺北市市長擬參選人蔣萬安政治獻金專戶 銀行：台灣銀行（代碼 004）群賢分行 帳戶：162001008397 ✅捐款方式二 - 小額捐款平台 https://donate.newebpay.com/wanan2022/chiangwanan ⚠️溫馨提醒：若以非小額捐款平台，如郵局、金融機構匯款至專戶，麻煩請填寫此表單 https://forms.gle/FjRCug9qD3mXpb7y6:=:https://docs.google.com/forms/d/e/1FAIpQLSd2mcdv6LTKa6ed5m_d4HEuiyL7g0SjAHAsab90MVkWN-bSvg/viewform?usp=embed_facebook 若有任何問題，歡迎於上班時間（10:00～18:00）來電洽詢：0983-371-423 莊小姐 #你加台北就是無限 #TeamTaipei #蔣萬安,,,1,,,,3
蔣萬安,2022-07-23 14:00:01 CST,https://www.facebook.com/100044398990795/posts/598488831641078,年輕，就要勇敢地嘗試！ 青壯年人口流失，「脫北潮」已經是現在進行式！昨天我在中廣論壇「Team Taipei 聽台北」訪問台北市議會雙帥，台北市議員 李柏毅和李明賢 -阿賢之聲議員，針對年輕朋友遭遇的住房、就業跟交通問題，有很多討論。 明賢議員提到，台北市除了總人口減少，出生跟結婚的比率也再下滑，未來我們應該針對單身青年、新婚育兒等不同族群，提出更多元的租屋補貼方案，更要加快社會住宅的建設和都更的審議速度，讓年輕朋友能在台北落地生根。 另外我自己感受很深刻的是，過去在國外唸書的時候，他們相當重視實習制度，同學們在進入職場之前，就可以累積實務上的經驗，為就業做好準備。柏毅的建議很好，未來市府可以帶頭做起，與業者合作，提供更多實習機會，讓同學們畢業後不再徬徨。 另外蠻多年輕朋友和我反應，台北市缺乏即時、共享的休閒空間。我認為未來可以參考民間經驗，將青少年活動空間去中心化，加速盤點各區閒置的公有空間，打造城市創意學習空間平台，未來大家只要點開台北通App，就可以查詢自己周圍有哪些活動空間可以使用。 一個城市要進步，必須能夠留住人才，讓青年發揮所長。我希望未來的台北，是一座有活力、有創造力的城市，青年+台北就是希望無限♾️ #市政台北隊 #你加台北就是無限 #TeamTaipei #蔣萬安,,1.0,,,,租屋補貼,2
蔣萬安,2022-10-01 20:01:16 CST,https://www.facebook.com/100044398990795/posts/646123773544250,台北隊，號角響起！ 今天出席四位台北隊優秀戰將的競選總部成立大會 李明賢 -阿賢之聲（#內湖南港）是最認真的「交通議員」，爭取Ubike2.0全議會第一、還推動港湖路平專案、民權大橋整建，是車友口中「#最挺機車的議員」；另外他也是運動健將，不論單車、馬拉松都成績傲人；市民需要一席認真有活力的議員，跟我一起解決內湖交通問題。 陳重文-臺北市議員 （#士林北投）的本屆議員任期舉辦5000件會勘，服務用心看得見；還在士林北投推動「高齡運動班」跟「高齡健康前瞻中心」，全力照顧失能失智、肌少症的長輩；現在持續推動洲美快速道路（福國段）、士北科技園區周邊的交通建設；這麼用心的議員，是士北的關鍵一席。 台北市議員 張斯綱（#士林北投）有醫藥領域歷練，第一次當議員就會勘、法律服務成績傲人；質詢時多次要求推動好孕專車、生育補助；他連任後將推動士林科技園區交通總體檢、降低公辦都更門檻、符合條件的二胎父母優先住公共住宅等；斯綱和我政見不謀而合，台北的未來需要他跟我一起拚。 柳采葳（#中山大同）是31歲的新人，過去是TVBS主播，長期關注社會不公不義；這一次，她決定跟我一起為市民打拚，她當選就要推動全齡適用的「通用設計」，包括共融公園跟通用設計社宅，還要增設樂齡照顧中心；還要健全幼托人力及育兒津貼，用年輕女性的觀點，為市民爭取福利。 四位議員參選人都是台北隊重要的一員，都是未來跟我一起攜手改變台北的戰將，請大家全力支持，給台北一個翻轉的可能！ ＃你加台北就是無限 ＃台北隊,,1.0,1,,,also 二胎父母優先住公共住宅等,"2, 3"
林佳龍,2022-08-31 09:48:32 CST,https://www.facebook.com/100044464388138/posts/622821785876629,打造安心生活，新北社福再升級！ 昨天完成參選登記之後，一刻也沒有停下來，接連趕往蘆洲、三重參加「新北大翻新，議員逗陣拚」座談會！議員候選人 邱婷蔚《咱自己ㄟ查某子》 在三重的場次，發揮創意與熱情，以見面音樂會形式舉辦，我還應邀上台合唱台語金曲《贏你喲》，獲得熱烈的掌聲。 感謝 蘇巧慧委員、 吳秉叡 委員、 何博文 Ho Po-wen 主委、 李坤城 新北市議員，和我們一起，陪著鄉親度過圓滿熱鬧的夜晚！ 當然，除了唱歌之外，更重要的是向鄉親們說明青年、社福的政見。現在新北市的社福預算不如台北、桃園，但是，新北市民值得更好的社會福利。我上任後，一定會讓社會福利「升格又升級」。 除了中央的長照 2.0 預算增加、 蔡英文 Tsai Ing-wen 總統支持的24小時住宿型長照中心、0-6 歲國家跟你一起養、育兒津貼等國家級政策之外。未來我們還要增加 300 班「2-3 歲公幼專班」、發放一戶 10 萬元「青年成家基金」，讓新北市的年輕人不只敢結婚，還願意生養小孩；長輩們的福利也不能少，我們會補助 65 歲以上長者免費裝假牙、增加敬老愛心卡點數並擴大使用範圍。 選舉開跑後，我參加的每一場議員逗陣拚座談會，支持者都非常熱情參加，在座談會上分享的社福政策，也獲得鄉親很大的迴響。 我有信心，之後會跟 37 位議員候選人合作辦更多活動，提出更多的政見，贏得鄉親的支持，11 月 26 日就要一起新北大翻新！,,1.0,1,,,0-6 歲國家跟你一起養 check with ming,"2, 3"
陳時中,2022-08-02 11:03:07 CST,https://www.facebook.com/100720289384352/posts/115064787949902,朝野合作為人民謀福祉，經過不斷的溝通，凝聚共識，最後制定出對人民有利的政策 —— 這就是民主制度最珍貴的地方。​ ​ 擴大不孕症治療補助，支持與協助不孕夫妻生育願望，減輕進行試管嬰兒期間的經濟負擔，是我投身政務時推動的重要政策之一。即便在推動立法的過程中，不時面對國民黨的干擾或杯葛，但政府的存在，就是為了人民的幸福來努力，幫助人民解決問題。政策的執行，向來都有一定難度，我們持續努力，經過無數次與國會協調，最後順利通過，是全民的勝利，不會是一個人的功勞。​ ​ 來到大同區的迪化公園，議員送我一根「不求人」，期許市政抓到關鍵點，全力在對的事情上努力。未來，我初心不變，堅持尊嚴優先、市民優先、弱勢優先的原則；並聽取各方意見，與中央協力，致力於跨縣市區域合作，同心守望這片土地，攜手迎接嶄新的未來。​ ​ #把事做好​ #台北更好​ #台灣共好,,1.0,,,,擴大不孕症治療補助，支持與協助不孕夫妻生育願望，減輕進行試管嬰兒期間的經濟負擔，,2
蔣萬安,2022-11-02 22:04:40 CST,https://www.facebook.com/100044398990795/posts/671121077711186,大家都知道我是 ＃勞工立委，在國會面對勞權大小戰役，不管是一例一休、職災保險的修法，我都堅定站在勞工及工會立場，幫助小蝦米對抗大鯨魚，因此被稱為勞權「＃站神」。 週日大雨滂沱，我在各大工會夥伴及勞工朋友的見證下，推出為台北市量身訂做的勞動政見。 ＃勞動政見說明 👨‍🏫深化多元勞教 1⃣青年勞教扎根校園 2⃣新設立公司雇主4小時勞教 3⃣安排職災工人現身說法 4⃣市府及公營事業會員每年8小時公假參加勞教 👨‍👩‍👧‍👦完善職場托育 1⃣盤點市有不動產，增加公托設施 2⃣增加2歲專班 3⃣依法檢討教保人員待遇 🧑‍💻協助青年揚才 1⃣為青年投保傷害及醫療險，提供就業前保障 2⃣青年適用尋職津貼期間，提供共享運具折價券 3⃣公私協力開設企業所需職訓課程，幫助青年對接產業人才需求 🧑‍💼提高勞動參與率 1⃣輔導因照顧長輩而離職的市民重返職場，有意投入長照的市民，協助取得長照服務人員資格 2⃣針對因婚姻、育兒離開職場的市民，開設職訓課程 🪜保障職業安全 1⃣補實勞檢員員額，改善勞檢員留才；針對長工時多職災產業加強勞檢 2⃣擴大招募職災個案管理員FAP ⚖強化勞工後盾 1⃣修正勞工權益基金運用自治條例，擴大補助案件類型，強化勞工權益保障 2⃣為市府雇用的高危險職類人員額外投保意外險 🫂促進勞資協商 1⃣輔導勞工成立、加入工會，鼓勵雇主與工會簽訂團協 2⃣促進平台商家外送員溝通協調，保障外送員權益 🙆‍♀️提升勞動權益： 1⃣全力補足預算員額 2⃣市府雇員辦理業務原則上不委外 3⃣持續檢討市府運用勞務承攬情形 4⃣強化台北市勞資政社會對話 ＿＿＿＿＿ ＃承諾環保局企業工會六大訴求 👨‍🔧業務不委外：環保局業務以不委外為原則，如有實質需求，應跟工會協商 💪人力要補足：依照實際需求及預算員額，儘速補足人力 ⏱夜點要落實：依規定落實22:00-06:00出勤者領取夜點獎金 ⛑安獎要提高：安全獎金長年不調整，將向中央爭取提高安獎，讓同仁減少後顧之憂 🧹清獎拼第一：清潔獎金持續爭取優予編列 ⛈復舊要獎勵：極端氣候造成更多災情，需要環保局同仁清理排除，應優予編列 勞工是推動社會運轉的無名英雄，現在從立委到市長候選人角色轉換，我一定會始終如一的守護勞工。 #立委任內勞權修法請見留言區官網連結 #6號蔣萬安 #你加台北就是無限,,,1,,,"完善職場托育, 盤點市有不動產，增加公托設施, 增加2歲專't, 依法檢討教保人員待遇    I don't think this qualifies as 衡平職場與家庭",3
蔣萬安,2022-11-12 22:44:17 CST,https://www.facebook.com/100044398990795/posts/678496433640317,#向市民頭家報告 #台北市長候選人政見發表會 今天是台北市長候選人公辦政見發表會，每一位有心為台北服務的候選人，都可以站在台北市民面前，勾勒這座城市理想中的未來。 過去七年來，我們看到商圈沒落、市容老化，特別是面對新冠疫情的威脅，恐懼、焦慮、憤怒、無力，我全都能夠感同身受。 台北絕對不能，交給那個在疫情中讓人民遭遇困難與傷害、卻始終自我感覺良好的人來治理。 我要透過「#四項發展」、「#五大中心」，喚醒台北年輕的靈魂，一起改造老舊的市區，那才是台北人盼望的改變。 我要打造的台北，是國際的台北、生活的台北，還要打造科技的台北，解決台北人長期煩惱的交通問題，更要打造創新的台北，讓台北脫胎換骨，邁向國際大都會的格局，成為世界行事曆的重要一站。 更重要的是，台北會是一個將資源投注在民生議題的城市，無論長照或育兒、文化或體育，讓台北隊挺台北人，健康、快樂地享受城市的光榮時刻。 台北的命運，也是我的命運，因為她成就了現在的我，也正在培育我的下一代。 「#重振台北」絕對不是口號，因為我會用我的決心跟意志力，讓台北煥然一新。 14天後，就是台北這座城市路線抉擇的十字路口，我必須要盡最大的努力，讓善良、正直的力量戰勝邪惡的一方，讓市民久盼的陽光破曉而出。 我是那個全力以赴的蔣萬安，我是可以撐起台北的蔣萬安，是能夠把正向的力量，把善良與正直，帶進這座城市的蔣萬安。 請大家支持我，在11月26日#支持六號，讓我們一起創造、一起享受台北的美好與榮耀。 #6號蔣萬安 #你加台北就是無限,,,,,1.0,,5
黃珊珊,2022-11-09 08:58:36 CST,https://www.facebook.com/100044528885416/posts/666757881485169,虐兒零容忍、友善育兒環境 ​ 這是二十年前我的孕肚照，很大的肚子，肚子大到沒辦法開車，最後一個月，只能坐公車，我兒子出生重4500公克，我胖了27公斤，生完還有20多公斤在我身上，哈哈！ 這幾天看到小朋友在幼兒園被不當管教，這幾年，台北市政府做了很多努力，強制安裝監視器，老師的管教方式全都被監控者，竟然還發生這種事，實在很離譜，身為母親，是完全不能忍受的，更何況是幼小的孩子。 ​ 我有一個兒子，因為有一位很棒的保母媽媽，我才可以無後顧之憂地繼續兼顧事業與照顧小孩，所以，托育對於一個雙薪家庭及職業婦女來說有多重要。 ​ 最近是選舉期間，大家都在討論提高補助，但我覺得建立一個健全友善的托育環境，比發錢更重要，因為，女性意識高漲，少子化的原因之一，最重要的就是婦女常常是被期待的主要照顧者，生育後的所有一切責任幾乎都在媽媽身上，很多年輕女性看到這種狀況，當然對於生育會卻步。 ​ 要讓女性願意生孩子，很重要的是要讓她覺得照顧小孩不是她一個人的事，有各種支持系統，包括良好的托育環境，而且不會影響她回歸職場。 八年前，台北市首創托嬰中心，解決了很多家庭的托嬰問題，就是在解決少子化的問題，現在，要讓托嬰中心、幼兒園的照顧品質提升，不只是發錢給父母而已，還應該兼顧托育機構的老師福利與薪資條件，讓老師無後顧之憂，才能照顧好小寶貝，爸媽才能安心工作，寶貝能快樂健康成長。 ​ 我要創建的，不只是提高育兒津貼，建構更健全的托育環境與服務品質，讓老師安心照顧小寶貝，讓父母放心，讓女性正常回歸職場，台北的少子化狀況才有可能改善。 ​ #黃珊珊,1,1.0,1,,,衡平 I think 讓女性正常回歸職場 qualifies for this one,"1, 2, 3"
林佳龍,2022-10-08 12:00:06 CST,https://www.facebook.com/100044464388138/posts/650579856434155,🎬 最新的《 #2022租金補貼圖鑑 》，你看過了嗎？ ​ 今年政府投入 300 億擴大租金補貼，各位在外租屋的朋友，7 月份如果有申請辦理，本月底前就會收到津貼入帳囉！ ​ 錯過跟上的朋友，佳龍要來提醒，現在「租金補貼申請延長至 10 月 31 日」，不論你來自哪座城市，只要符合資格，趕緊把握時間上網申請！ ​ 🏠「租屋補貼圖鑑」彩蛋，暴雷讓你知💥 ​ 提高受惠人數：原先 12 萬戶，提高到 50 萬戶 放寬申請門檻：所得為各地最低生活費3倍以下，即可申請 金額補助調升：單身青年、婚育家庭、弱勢族群，加碼提供2-8 成的補貼 簡便線上申請：用租賃契約就可自行申請，不用房東同意 ​ 蔡英文 Tsai Ing-wen 總統上任以來，持續為大家增加福利，育兒有照顧、租屋有補貼，讓大家得到最實質的幫助，相信全民都有感。 ​ 現在租金補貼申請延長了，請大家多多分享，告訴租屋族朋友這則好消息，讓出外打拚的子弟生活更有力！,,1.0,,,,,2
林佳龍,2022-10-03 12:00:05 CST,https://www.facebook.com/100044464388138/posts/646535893505218,"💵 您的 5,000 元育兒津貼入帳囉！ ​ 蔡英文 Tsai Ing-wen 總統上任後，持續兌現 #0到6歲國家跟你一起養 政策，今年育兒津貼不僅再加碼，更於九月底陸續入帳完畢，請各位家長們，記得檢查一下帳戶喔！ ​ 為了給家長多一分支持，政府不僅提高育兒津貼，從原先每月補助 2,500 元，現在翻倍至每月 5,000 元 ，同時也擴大公共化幼兒園 3000 班、擴大不孕症補助 10 萬元、提高育嬰留職停薪到 8 成薪，讓想生小孩、正在顧小孩的家長們，都能減輕負擔！ ​ 未來佳龍上任後，也會努力來做家長們的神隊友，從中央到地方，替育兒家庭們來爭取福利，一起照顧我們的下一代 💪 ​ #育兒津貼入帳，#養孩子政府幫",1,1.0,1,,,,"1, 2, 3"
林佳龍,2022-08-30 12:00:00 CST,https://www.facebook.com/100044464388138/posts/622206552604819,新北青年結婚成家，每戶補助 10 萬！ 「敢結婚、住得起！」是佳龍對新北青年朋友的承諾。 30 、 40 歲是所謂的三明治世代，他們上有老、下有小，生活面臨諸多的困難與壓力。我主張，地方政府應該要勇於承擔，和中央齊心合作，為「三明治世代」的生活有感減壓！只有具體明確的政策，才能吸引更多年輕朋友們在新北成家立業、在新北發展產業、在新北安心就業！ 新北青年結婚成家每戶補助 10 萬 佳龍承諾，我們將研議每戶 10 萬元的補助款項，鼓勵年輕人在新北市結婚成家。要讓新北大翻新，就要從新人成家之業做起，讓年輕人願意在新北結婚、生子、育兒及養老。 10 萬的成家基金，是新北市對青年成家的真摯祝福、也是對青年成家的務實幫助。只要你願意落腳新北，我們的政策就會全力給予你支持、為你減壓。 我的對手對這項政見有諸多的批評指教，暴露了他們對青年成家照顧的不足。 佳龍提出的 10 萬元青年成家基金，是在財政紀律考量下的務實方案。 我們要問的是，侯市長有認真關注過青年成家的壓力與困難嗎？侯市長有真正在意過市民生活的感受嗎？新北市作為全台灣人口基數最大的城市，侯市長的社福政策卻明顯不及格！攤開新北市政府的財政預算可以發現，侯市長編列的人均社會福利預算明顯過低，比台北市、桃園市都還低。侯市府對民眾生活的支持不足，如何吸引市民朋友們留下？如何吸引青年世代駐足？ 我們不會害怕提出具體的政策供人檢驗，因為我們知道，只有解決問題的具體方案，可以為新北市民帶來幸福。新北要躍升為台灣首都圈的動力引擎，我們的社福政策就要成為市民朋友最大的支持與後盾。 「敢結婚、住得起、青年成家有基金」是新北大翻新的第一步！,,1.0,,,,,2
陳其邁,,https://www.facebook.com/photo.php?fbid=611489443670249&set=a.516944776458050&type=3,今天是上任兩週年。 兩年拚四年，在緊緊緊中，不知不覺時間就度過。 今天慰問基層警察、消防、環保基層同仁，向他們致上深深謝意。 警察同仁出生入死，日以繼夜守護治安，犧牲自己與家人相處的機會。 像今天我到訪十全派出所，就是在4小時內，不畏艱險，將還持有槍械的高醫仇殺案罪犯逮捕歸案，維護城市安全。 打火弟兄姊妹，24小時無眠無日待命。只要一接到任務，就趕著最快的時間，立即著裝出動。背負沉重的裝備，從危險遍佈的火場中，勇敢、無懼地仔細搜尋，迅速搶救出每一條寶貴性命。 清潔隊同仁忍受著炎熱天氣和水溝氣味，揮汗如雨，將溝渠打通。 我拍拍他們的肩，跟他們說聲「辛苦了」的時候，都感受得到汗水淋漓。 他們都是高雄隊，不分白天、夜晚，守護著我們的城市。 我感謝、也驕傲，有幸在這兩年來，和大家一起為城市日夜打拚。 . 2年其實時間很快，有很多重大市政建設正在推動。 鐵路地下化的完工、陸橋的拆除，綠廊道縫合了市容。 重新復工的輕軌，正逐步地成圓，捷運四線齊發、共享運具漫遊街坊，串連起了城市交通的新氣象。 亞灣的5GAIoT園區帶來新的思維和想像，搭配半導體產業鏈的進駐，城市的轉型，帶來更多的就業機會。 從零開始的運動中心、特色公園，提升我們的生活品質。 加速推動公托、社宅、長照，全方位照顧好市民朋友。 愛河灣、駁二、大港橋、流行音樂中心、遊艇碼頭、再到港埠旅運中心，我們當年推倒的港邊高牆，如今已成為我們心目中最美好的風景。 台灣燈會、大港開唱、金曲獎、文博等大型活動帶來可觀的觀光效益，更讓世界看見高雄。 . 謝謝所有市民朋友一起努力。 兩年拚四年，我們會每分每秒盡心盡力，讓高雄更好。,,,1,,,,3
陳其邁,,https://www.facebook.com/photo.php?fbid=625520488933811&set=a.516944776458050&type=3,"好消息！ 把高雄寶貝顧更好，高雄再加碼！ 10月起，高雄準公托育補助加碼、孕婦產檢交通補助擴大對象。 高雄市政府全力照顧好懷孕的準媽媽、減輕年輕父母的負擔。 #高雄準公托育補助加碼 配合0到6歲國家一起養政策，公托家長每月補助5,500元，家長自付3,500元，弱勢家庭僅需負擔1,500元。 在家自己照顧、或者就讀私托，則可領育兒津貼每月5,000元。 10月起，高雄針對「設籍並送托高雄市準公共托育者」再加碼： 托育補助送準公共托嬰中心，每月補助8,500元，高雄「再加補助」2,000元，共補助10,500元。 送準公共保母，每月補助8,500元，高雄「再加補助」1,200元，共補助9,700元。 #孕婦產檢交通補助擴大對象 另外，對孕婦的產檢交通補助，原先補助弱勢族群，10月起更擴及到「設籍高雄市孕婦」，都補助28趟次來回產檢5,040元計程車車資補助。 高雄有首創全國體貼新手父母的坐月子到宅服務、新生兒禮包，也持續增設特色公園、增加托育托幼資源。 照顧好每一位市民朋友、也照顧好下一代高雄孩子，我們會持續努力！",,,1,,,,3
陳其邁,,https://www.facebook.com/photo.php?fbid=595602748592252&set=a.516944776458050&type=3,今年是高雄產業轉型進程中非常關鍵的一年， 我們即將在後勁五輕的舊址上迎接台積電設廠， 橋頭科學園區也會在9月開放廠商進場興建廠房， 象徵高雄追求從重工業和石化產業重鎮， 朝高科技產業大城轉型， 已經成為現在進行式。 過去作為一個高雄子弟， 我曾經說過，高雄產業轉型就是勵志故事， 遭遇困境挫折，我們從來就是面對問題、解決問題， 就是這個勇敢氣質， 讓我們向來以作為一個高雄人為榮。 現在我擔任高雄市長， 和所有市民朋友一起兩年拚四年， 拚產業轉型也兼顧居住正義， 我們秉持青年、育兒、弱勢三大優先， 希望市民朋友的居住權利獲得充分保障！ 所以我們趕進度興建社會住宅， 中央地方合作目標12000戶。 我們也以囤房稅增加的稅收作為財源， 放寬條件擴大辦理租金補貼。 高雄產業轉型是一個現在進行式的勵志故事， 在我們勇敢迎接改變與挑戰的同時， 也絕對不會忘記一路走來， 我們高雄城市和高雄人親身經歷的挫折與傷痛。 特別是今日晚上， 我還是如同去年此刻， 一束鮮花一盞燭光一點心意， 和不幸罹難者與勇敢行過的傷者一起， 照看我們共同堅持的信念和努力癒合的傷痕。 高雄是充滿希望、永不放棄的城市。 在天光破曉之前，我也藉此一束鮮花一盞燭光一點心意， 感謝24小時運作的市府管線安全辦公室基層公務員以及相互配合的警消同仁， 感謝這幾年參與抗疫的醫護朋友和所有第一線防疫同仁， 感謝每一位在各自崗位，守護高雄城市安全健康的無名英雄！,,1.0,,,,,2
